ee_addr	ppc_addr	tier	mangled	demangled	c_ident	params	locals
0010dee8	000e477c	sim-low	_ZN2kn6Friend17searchEnemy_limitEPN2YS6TARGETES3_	kn::Friend::searchEnemy_limit(YS::TARGET*, YS::TARGET*)	kn__Friend__searchEnemy_limit	YS::TARGET * old, YS::TARGET * target	
0010df18	000e1870	med	_ZN2kn6Friend11searchEnemyEv	kn::Friend::searchEnemy()	kn__Friend__searchEnemy		YS::TARGET old
0010e130	000e1c50	high	_ZN2kn6Friend12updateTargetEb	kn::Friend::updateTarget(bool)	kn__Friend__updateTarget	bool force	kn::FVector pos; YS::TARGET tmp; float battleCancelDistance
0010e368	000de350	med	_ZN2kn6Friend14restrictedMoveEPKNS_6VecSetE	kn::Friend::restrictedMove(kn::VecSet const*)	kn__Friend__restrictedMove	const kn::VecSet * vecSet	bool battle; bool follow_player
0010e7e0	000ddfc0	sim-rerun-med	_ZN2kn6Friend12getMoveSpeedENS0_9MOVE_MODEE	kn::Friend::getMoveSpeed(kn::Friend::MOVE_MODE)	kn__Friend__getMoveSpeed	kn::Friend::MOVE_MODE mode	float speed
0010e810	000de7b0	seed	_ZN2kn6Friend10followMoveEPKNS_6VecSetE	kn::Friend::followMove(kn::VecSet const*)	kn__Friend__followMove	const kn::VecSet * vecSet	bool battle; bool follow_player; float jumpHeight; float fallHeight; int step; float hi; float low; kn::FVector v0; kn::FVector v1; kn::FVector v2; dk::Line line; u_short polyId; float len; int kind
0010eed8	000dd920	seed	_ZN2kn6Friend13setLastActionEPNS_12FriendActionEPv	kn::Friend::setLastAction(kn::FriendAction*, void*)	kn__Friend__setLastAction	kn::FriendAction * lastAction, void * lastActionParam	
0010f098	000e4dd8	sim-high	_ZN2kn6Friend9canAttackEv	kn::Friend::canAttack()	kn__Friend__canAttack		int tbl_size; kn::FriendAction * tbl; YS::TARGET target; void * param; bool continueState; bool ret; kn::FriendAction * prohibitAction; int i
0010f648	000dce50	seed	_ZN2kn6Friend7getRandEj	kn::Friend::getRand(unsigned int)	kn__Friend__getRand	u_int x	
0010f660	000dfc60	med	_ZN2kn6Friend8getFRandEv	kn::Friend::getFRand()	kn__Friend__getFRand		
0010f6b8	000e33a4	med	_ZN2kn6Friend12checkHpRatioEPN2YS5PARTYEf	kn::Friend::checkHpRatio(YS::PARTY*, float)	kn__Friend__checkHpRatio	YS::PARTY * party, float ratio	
0010f6f8	000e33f4	sim-med	_ZN2kn6Friend12checkMpRatioEPN2YS5PARTYEf	kn::Friend::checkMpRatio(YS::PARTY*, float)	kn__Friend__checkMpRatio	YS::PARTY * party, float ratio	
0010f748	000e48a8	sim-high	_ZN2kn6Friend13canItemActionEi	kn::Friend::canItemAction(int)	kn__Friend__canItemAction	int item	
0010f7b0	000e47a8	high	_ZN2kn6Friend14equipedAbilityEii	kn::Friend::equipedAbility(int, int)	kn__Friend__equipedAbility	int abilityID, int abilityItemID	YS::PARTRAM * partram; int i
0010f880	000e4fa8	med	_ZN2kn6Friend14setActionTimerEff	kn::Friend::setActionTimer(float, float)	kn__Friend__setActionTimer	float min, float max	
0010f8a8	000e4fdc	sim-rerun-med	_ZN2kn6Friend14getActionTimerEv	kn::Friend::getActionTimer()	kn__Friend__getActionTimer		
0010f8c0	000e4fe8	med	_ZN2kn6Friend16isContinueActionEv	kn::Friend::isContinueAction()	kn__Friend__isContinueAction		
0010f8d0	000e5000	sim-sandwich	_ZN2kn6Friend15isTargetChangedEv	kn::Friend::isTargetChanged()	kn__Friend__isTargetChanged		
0010f8e0	000e5018	sim-sandwich	_ZN2kn6Friend19enableSystemWishDirEv	kn::Friend::enableSystemWishDir()	kn__Friend__enableSystemWishDir		
0010f8f0	000e502c	med	_ZN2kn6Friend20disableSystemWishDirEv	kn::Friend::disableSystemWishDir()	kn__Friend__disableSystemWishDir		
0010f918	000e5088	med	_ZN2kn6Friend14disableInertiaEv	kn::Friend::disableInertia()	kn__Friend__disableInertia		
0010f960	000e503c	sim-high	_ZN2kn6Friend13enableInertiaEv	kn::Friend::enableInertia()	kn__Friend__enableInertia		
0010f9e0	000e50d0	sim-low	_ZN2kn6Friend12isSameActionEPNS_12FriendActionE	kn::Friend::isSameAction(kn::FriendAction*)	kn__Friend__isSameAction	kn::FriendAction * action	
0010f9f0	000e50e4	med	_ZN2kn6Friend11setMovementERKNS_7FVectorEb	kn::Friend::setMovement(kn::FVector const&, bool)	kn__Friend__setMovement	const kn::FVector & movement, bool disableAdjust	
0010fa28	000e5150	med	_ZN2kn6Friend11getMovementEv	kn::Friend::getMovement()	kn__Friend__getMovement		
0010fa58	000e5160	high	_ZN2kn6Friend10getInertiaEv	kn::Friend::getInertia()	kn__Friend__getInertia		
0010fb08	000e3458	sim-rerun-high	_ZN2kn6Friend18getEmergencyTargetEv	kn::Friend::getEmergencyTarget()	kn__Friend__getEmergencyTarget		
0010fb10	000df554	sim-med	_ZN2kn6Friend15emergencyActionEv	kn::Friend::emergencyAction()	kn__Friend__emergencyAction		kn::FriendAction * lastActionBak; void * lastActionParamBak; const int ACTION_ENTRY_MAX; int tbl_size; kn::FriendAction * tbl; int num; YS::TARGET target; void * param; int i; int type; int act; kn::FriendAction * currentAction; YS::TARGET * currentTarget; void ** currentParam
0010ff08	000dfd98	sim-low	_ZN2kn6Friend12battleActionEv	kn::Friend::battleAction()	kn__Friend__battleAction		const int ACTION_ENTRY_MAX; int tbl_size; kn::FriendAction * tbl; int num; YS::TARGET target; void * param; kn::FriendAction * prohibitAction; int loop; bool enable_frequency_rare; kn::Friend::ACTION_ENTRY * exec_action_entry; kn::FriendHopParam * hopParam; int i; int frequency; bool skip; int act
00110500	000df980	high	_ZN2kn6Friend12followPlayerEv	kn::Friend::followPlayer()	kn__Friend__followPlayer		YS::PARTY * player; float player_moved; YS::PARTY * player; float player_moved
00110618	000dfa84	seed	_ZN2kn6Friend11followEnemyEv	kn::Friend::followEnemy()	kn__Friend__followEnemy		
00110630	000dfb98	seed	_ZN2kn6Friend10battleMoveEv	kn::Friend::battleMove()	kn__Friend__battleMove		
001106a0	000df090	sim-rerun-med	_ZN2kn6Friend11adjustSpeedEv	kn::Friend::adjustSpeed()	kn__Friend__adjustSpeed		int i; kn::FVector movement; float walk_speed; float run_speed
001108f0	000ddea8	med	_ZN2kn6Friend16_OVR_exec_damageEPN2YS6DAMAGEE	kn::Friend::_OVR_exec_damage(YS::DAMAGE*)	kn__Friend___OVR_exec_damage	YS::DAMAGE * damage	
00110960	000ddf30	med	_ZN2kn6Friend20_OVR_attack_callbackEPN2YS6BTLOBJEPNS1_6ATTACKEPKNS1_11ATTACKPARAME	kn::Friend::_OVR_attack_callback(YS::BTLOBJ*, YS::ATTACK*, YS::ATTACKPARAM const*)	kn__Friend___OVR_attack_callback	YS::BTLOBJ * obj, YS::ATTACK * attack, const YS::ATTACKPARAM * param	
001109c8	000de008	sim-high	_ZN2kn6Friend11_OVR_attackEv	kn::Friend::_OVR_attack()	kn__Friend___OVR_attack		float height; kn::FVector v
00110b00	000dcc08	sim-low	_ZN2kn6Friend7canWarpERKNS_7FVectorERKN2dk6AabboxE	kn::Friend::canWarp(kn::FVector const&, dk::Aabbox const&)	kn__Friend__canWarp	const kn::FVector & pos, const dk::Aabbox & bbox	dk::ViewFrustum::VISIBILITY visibility; YS::PLAYER * player; kn::FVector sub; dk::CollisionParam collpara
00110c90	000dce78	sim-high	_ZN2kn6Friend15searchWarpPointEv	kn::Friend::searchWarpPoint()	kn__Friend__searchWarpPoint		dk::Aabbox bbox; kn::FVector pos; dk::Aabbox tmp_bbox; kn::FVector move; int i; int index; kn::FVector player_pos; float min_d2; kn::FVector sub; float d2; int loop; int tmp_index
00111000	000e322c	med	_ZN2kn6Friend19invalidateWarpPointERKNS_7FVectorEf	kn::Friend::invalidateWarpPoint(kn::FVector const&, float)	kn__Friend__invalidateWarpPoint	const kn::FVector & center, float range	
00111040	000e337c	med	_ZN2kn6Friend9forceWarpEv	kn::Friend::forceWarp()	kn__Friend__forceWarp		
00111060	000dd6f0	med	_ZN2kn6Friend9warpCntrlEv	kn::Friend::warpCntrl()	kn__Friend__warpCntrl		int warpPoint
001110e8	000dd6f0	sim-rerun-med	_ZN2kn6Friend9warpCntrlEv	kn::Friend::warpCntrl()	kn__Friend__warpCntrl_2		int warpPoint
001112a8	000e1f18	med	_ZN2kn6Friend11normal_execEv	kn::Friend::normal_exec()	kn__Friend__normal_exec		
00111520	000dd938	med	_ZN2kn6Friend9_OVR_execEv	kn::Friend::_OVR_exec()	kn__Friend___OVR_exec		float frameTime
001117d8	000de168	sim-gap-med	_ZN2kn6Friend16_OVR_is_wish_dirEv	kn::Friend::_OVR_is_wish_dir()	kn__Friend___OVR_is_wish_dir		
001118a8	000e05a8	sim-low	_ZN2kn6Friend14calc_formationEv	kn::Friend::calc_formation()	kn__Friend__calc_formation		kn::FVector target_pos; kn::FVector vec; kn::FVector sub; int i; YS::PLAYER * player; kn::FMatrix player_matrix; int[2] formation_index; float[2] formation_distance; int friend_index; kn::Friend * f; float followStop; float d2; float followStop; void * return_addr; void * return_addr
00111e20	000df368	seed	_ZN2kn6Friend10getPartnerEv	kn::Friend::getPartner()	kn__Friend__getPartner		
00111e38	000e54fc	seed	_ZN2kn6Friend13getPartyCharaEi	kn::Friend::getPartyChara(int)	kn__Friend__getPartyChara	int index	void * return_addr
00111e50	000e0f50	med	_ZN2kn6Friend20setPartyCharaAddressEv	kn::Friend::setPartyCharaAddress()	kn__Friend__setPartyCharaAddress		YS::PARTY *[3] old; int i; YS::PLAYER * player; YS::FRIEND * ysFriend; kn::Friend * friendInstance; int indx
00111f50	000e1078	med	_ZN2kn6Friend15pre_friend_procEP4TASK	kn::Friend::pre_friend_proc(TASK*)	kn__Friend__pre_friend_proc	TASK * task	bool update_position; int indx; kn::Friend * friendInstance
001122a0	000e16b0	med	_ZN2kn6Friend16post_friend_procEP4TASK	kn::Friend::post_friend_proc(TASK*)	kn__Friend__post_friend_proc	TASK * task	bool nowStatus; int indx
00112388	000e17e0	med	_ZN2kn6Friend20effect_observer_procEP4TASK	kn::Friend::effect_observer_proc(TASK*)	kn__Friend__effect_observer_proc	TASK * task	int indx
001123f0	000e56ec	high	_ZN2kn6Friend4InitEv	kn::Friend::Init()	kn__Friend__Init		GAME_MODE & game_mode; int i
001124e8	000e5850	med	_ZN2kn6Friend12setWarpLevelENS0_10WARP_LEVELE	kn::Friend::setWarpLevel(kn::Friend::WARP_LEVEL)	kn__Friend__setWarpLevel	kn::Friend::WARP_LEVEL level	kn::Friend::WARP_LEVEL old
00112570	000dca70	seed	_ZN2kn6Friend16getFriendSaveRamEv	kn::Friend::getFriendSaveRam()	kn__Friend__getFriendSaveRam		YS::PARTRAM * partram
001125d8	000e5288	med	_ZN2kn6Friend9setTargetENS0_15SET_TARGET_MODEEPN2YS6TARGETE	kn::Friend::setTarget(kn::Friend::SET_TARGET_MODE, YS::TARGET*)	kn__Friend__setTarget	kn::Friend::SET_TARGET_MODE mode, YS::TARGET * target	
00112730	000e53c8	med	_ZN2kn6Friend7setFlagEj	kn::Friend::setFlag(unsigned int)	kn__Friend__setFlag	u_int flag	u_int ret
